region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2247
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2247.14
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2044.96
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2195.48
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2256.66
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2207.15
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2183.02
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2086.55
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2024.32
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1988.18
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3613.56
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3446.39
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3503.98
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3496.19
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3633.93
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,3811.06
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3864.96
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3982.7
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3929.62
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3575.07
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3579.78
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3802.64
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,3934.3
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,3972.22
Otago,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,3928.17
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4343.23
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4176.89
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4379.14
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4401.85
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4311.44
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4618.16
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4444.49
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4772.02
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4799.3
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4639.77
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4645.37
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4496.42
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4416.4
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,4654.08
Southland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,4468.5
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2275.56
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2178.51
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2230.37
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2420.22
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2353.56
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2252.51
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2342.8
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2325.38
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2219.52
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2146.04
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2348.97
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2229.72
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2435.78
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2314.08
Taranaki,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,2250.81
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,695.1
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,704.87
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,732.62
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,664.91
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,651.47
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,658.19
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,688.32
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,668.8
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,669.45
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,573.33
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,571.72
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,616.9
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,612.94
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,570.6
Tasman/Nelson,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,564.84
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,7904.62
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,7564.14
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,7738.9
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,7681.7
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,7801.96
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7963.67
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,8132.93
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,8305.91
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7911.65
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,8155.36
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,8134.9
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,8228.42
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,8380.74
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,8231.89
Waikato,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,8270.12
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1281.98
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1271.53
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1196.85
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1195.7
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1294.68
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1274.82
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1235.74
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1224.19
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1167.29
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1121.63
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1184.85
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1128.59
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1189.47
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1251.91
Wellington,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1162.04
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,646.26
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,637.63
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,719.58
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,647.02
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,716.84
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,706.47
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,707.7
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,775.06
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,753.22
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,713.67
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,662.6
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,623.38
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,680.68
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,774.74
West Coast,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,621.27
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,31.65
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,28.75
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,35.27
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,37.1
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,37.26
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,41.2
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,46.12
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,41.51
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,56.57
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,60.77
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,57.61
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,42.01
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,52.81
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,55.48
Auckland,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,62.56
Bay of Plenty,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,9.14
Bay of Plenty,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,7.82
Bay of Plenty,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,11.91
Bay of Plenty,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,7.36
Bay of Plenty,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,9.73
Bay of Plenty,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,8.88
Bay of Plenty,Mining,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,14.48
